DataSource,Area,DatasetType,Period,Season,VariableName,VariableUnit,VariableValue
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Sp,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Su,sea bottom salinity,,-99
ODAT,11. FORTH AND TAY              ,Data for Year,2016,Au,sea bottom salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,7.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13.1
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Au,sea surface temperature,°C,10.5
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,6.4
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.4
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Su,sea surface temperature,°C,13
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Au,sea surface temperature,°C,9.6
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,6.2
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,9.3
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Su,sea surface temperature,°C,12.7
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Au,sea surface temperature,°C,9
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Wi,sea surface temperature,°C,6.5
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Sp,sea surface temperature,°C,8.7
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Su,sea surface temperature,°C,12.9
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Au,sea surface temperature,°C,10.5
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,7.7
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.7
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.2
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Au,sea surface temperature,°C,10.6
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,6.5
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.6
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13.1
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Au,sea surface temperature,°C,9.6
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,6.3
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,9.4
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Su,sea surface temperature,°C,12.8
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Au,sea surface temperature,°C,9
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Wi,sea surface temperature,°C,6.5
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Sp,sea surface temperature,°C,8.7
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Su,sea surface temperature,°C,13
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Au,sea surface temperature,°C,10.5
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,7.5
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13.1
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.4
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.3
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.3
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Su,sea surface temperature,°C,13
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Au,sea surface temperature,°C,9.6
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.2
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,9.3
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.7
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Au,sea surface temperature,°C,8.9
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Wi,sea surface temperature,°C,6.4
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Sp,sea surface temperature,°C,8.7
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Su,sea surface temperature,°C,12.9
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Au,sea surface temperature,°C,10.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Wi,sea surface temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Sp,sea surface temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Su,sea surface temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Au,sea surface temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Wi,sea surface temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Sp,sea surface temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Su,sea surface temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Au,sea surface temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Wi,sea surface temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Sp,sea surface temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Su,sea surface temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Au,sea surface temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Wi,sea surface temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Sp,sea surface temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Su,sea surface temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Au,sea surface temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Wi,sea surface temperature,°C,7.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Sp,sea surface temperature,°C,10
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Su,sea surface temperature,°C,13.1
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Au,sea surface temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Wi,sea surface temperature,°C,6.4
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Sp,sea surface temperature,°C,9.1
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Su,sea surface temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Au,sea surface temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Wi,sea surface temperature,°C,6.3
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Sp,sea surface temperature,°C,9.6
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Su,sea surface temperature,°C,12.7
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Au,sea surface temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Wi,sea surface temperature,°C,6.6
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Sp,sea surface temperature,°C,8.6
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Su,sea surface temperature,°C,12.8
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Au,sea surface temperature,°C,10.8
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Wi,sea bottom temperature,°C,8.1
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Sp,sea bottom temperature,°C,9
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Su,sea bottom temperature,°C,12.5
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Au,sea bottom temperature,°C,11.2
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Wi,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Sp,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Su,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Au,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Wi,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Sp,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Su,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Au,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Wi,sea bottom temperature,°C,6.5
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Sp,sea bottom temperature,°C,8.2
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Su,sea bottom temperature,°C,12.4
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Au,sea bottom temperature,°C,10.7
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Wi,sea bottom temperature,°C,8.2
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Sp,sea bottom temperature,°C,9.1
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Su,sea bottom temperature,°C,12.6
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Au,sea bottom temperature,°C,11.2
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Wi,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Sp,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Su,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Au,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Wi,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Sp,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Su,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Au,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Wi,sea bottom temperature,°C,6.6
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Sp,sea bottom temperature,°C,8.2
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Su,sea bottom temperature,°C,12.6
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Au,sea bottom temperature,°C,10.8
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Wi,sea bottom temperature,°C,8
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Sp,sea bottom temperature,°C,8.9
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Su,sea bottom temperature,°C,12.4
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Au,sea bottom temperature,°C,11.1
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Wi,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Sp,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Su,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Au,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Wi,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Sp,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Su,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Au,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Wi,sea bottom temperature,°C,6.5
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Sp,sea bottom temperature,°C,8.2
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Su,sea bottom temperature,°C,12.4
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Au,sea bottom temperature,°C,10.8
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Wi,sea bottom temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Sp,sea bottom temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Su,sea bottom temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Au,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Wi,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Sp,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Su,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Au,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Wi,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Sp,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Su,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Au,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Wi,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Sp,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Su,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Au,sea bottom temperature,°C,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Wi,sea bottom temperature,°C,8.1
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Sp,sea bottom temperature,°C,8.9
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Su,sea bottom temperature,°C,12.5
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Au,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Wi,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Sp,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Su,sea bottom temperature,°C,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Au,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Wi,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Sp,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Su,sea bottom temperature,°C,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Au,sea bottom temperature,°C,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Wi,sea bottom temperature,°C,6.9
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Sp,sea bottom temperature,°C,8.3
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Su,sea bottom temperature,°C,12.2
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2016,Au,sea bottom temperature,°C,10.9
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Wi,sea surface salinity,,33.07
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Sp,sea surface salinity,,33.61
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Su,sea surface salinity,,33.68
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Dataset Average,1997-2016,Au,sea surface salinity,,32.92
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Wi,sea surface salinity,,34.3
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Sp,sea surface salinity,,34.68
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Su,sea surface salinity,,34.74
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Dataset Average,1997-2016,Au,sea surface salinity,,34.53
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Wi,sea surface salinity,,34.35
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Sp,sea surface salinity,,34.99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Su,sea surface salinity,,35.06
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Dataset Average,1997-2016,Au,sea surface salinity,,34.62
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Wi,sea surface salinity,,34.34
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Sp,sea surface salinity,,34.34
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Su,sea surface salinity,,34.55
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Dataset Average,1997-2016,Au,sea surface salinity,,34.52
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Wi,sea surface salinity,,33.37
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Sp,sea surface salinity,,33.9
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Su,sea surface salinity,,33.92
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Climatological Average,2000-2010,Au,sea surface salinity,,33.33
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Wi,sea surface salinity,,34.28
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Sp,sea surface salinity,,34.72
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Su,sea surface salinity,,34.8
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Climatological Average,2000-2010,Au,sea surface salinity,,34.57
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Wi,sea surface salinity,,34.41
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Sp,sea surface salinity,,35.08
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Su,sea surface salinity,,35.09
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Climatological Average,2000-2010,Au,sea surface salinity,,34.68
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Wi,sea surface salinity,,34.33
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Sp,sea surface salinity,,34.37
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Su,sea surface salinity,,34.61
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Climatological Average,2000-2010,Au,sea surface salinity,,34.5
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Wi,sea surface salinity,,32.96
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Sp,sea surface salinity,,33.49
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Su,sea surface salinity,,33.57
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Decadal Average,2006-2015,Au,sea surface salinity,,32.78
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Wi,sea surface salinity,,34.29
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Sp,sea surface salinity,,34.65
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Su,sea surface salinity,,34.71
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Decadal Average,2006-2015,Au,sea surface salinity,,34.46
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Wi,sea surface salinity,,34.24
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Sp,sea surface salinity,,34.97
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Su,sea surface salinity,,35.05
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Decadal Average,2006-2015,Au,sea surface salinity,,34.53
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Wi,sea surface salinity,,34.31
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Sp,sea surface salinity,,34.34
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Su,sea surface salinity,,34.52
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Decadal Average,2006-2015,Au,sea surface salinity,,34.52
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Wi,sea surface salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Sp,sea surface salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Su,sea surface salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2015,Au,sea surface salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Wi,sea surface salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Sp,sea surface salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Su,sea surface salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2015,Au,sea surface salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Wi,sea surface salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Sp,sea surface salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Su,sea surface salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2015,Au,sea surface salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Wi,sea surface salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Sp,sea surface salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Su,sea surface salinity,,-99
SCOBS,10. (NORTH EAST) STONEHAVEN    ,Data for Year,2015,Au,sea surface salinity,,-99
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Wi,sea surface salinity,,32.19
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Sp,sea surface salinity,,32.72
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Su,sea surface salinity,,32.43
SCOBS,04. (WEST HIGHLANDS) LOCHEWE   ,Data for Year,2016,Au,sea surface salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Wi,sea surface salinity,,34.46
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Sp,sea surface salinity,,34.56
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Su,sea surface salinity,,-99
SCOBS,07. (ORKNEY ISLANDS) SCAPA     ,Data for Year,2016,Au,sea surface salinity,,-99
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Wi,sea surface salinity,,33.91
SCOBS,08. (SHETLAND ISLES) SCALLOWAY ,Data for Year,2016,Sp,sea surface salinity,,34.87
